iter	Logloss
0	0.2304261729
1	0.1337741363
2	0.1130572858
3	0.09687972662
4	0.0780043462
5	0.06971893309
6	0.06324268748
7	0.05463831324
8	0.04568687217
9	0.04184805019
10	0.03717973349
11	0.03359739541
12	0.03016157665
13	0.02692849692
14	0.02518871677
15	0.02205739207
16	0.01979270175
17	0.01837407942
18	0.01721365803
19	0.01548830172
20	0.01427487288
21	0.01294911484
22	0.01138426205
23	0.01035799351
24	0.008666860607
25	0.00734257802
26	0.006566217241
27	0.006134420927
28	0.005758310827
29	0.00545054021
30	0.004888440717
31	0.0045071891
32	0.004209360077
33	0.003916662629
34	0.003697538648
35	0.003327618555
36	0.003132725376
37	0.002920483719
38	0.002780090764
39	0.002662227015
40	0.002525704447
41	0.002356353253
42	0.002262137972
43	0.002164587703
44	0.002055080103
45	0.00193710559
46	0.001832998597
47	0.001732191296
48	0.001732191296
49	0.001732191296
50	0.001732191296
51	0.001732191296
52	0.001732191296
53	0.001732191296
54	0.001732122122
55	0.001731972767
56	0.001731972767
57	0.001731972767
58	0.001731972767
59	0.001732026135
60	0.001731973514
61	0.001731973514
62	0.001731973514
63	0.001731973514
64	0.001731973514
65	0.001731973514
66	0.001731973514
67	0.001731840097
68	0.001731903942
69	0.001731774382
70	0.001731774382
71	0.001731774382
72	0.001731833682
73	0.001731833682
74	0.001731833682
75	0.001731752017
76	0.001731752017
77	0.001731760445
78	0.001731598092
79	0.001731598092
80	0.001731598092
81	0.001731598092
82	0.001731598092
83	0.001731598092
84	0.001731598092
85	0.001731598092
86	0.001731598092
87	0.001731598092
88	0.001731598092
89	0.001731598092
90	0.001731598092
91	0.001731598092
92	0.001731598092
93	0.001731598092
94	0.001731598092
95	0.001731598092
96	0.001731598092
97	0.001731598092
98	0.001731598092
99	0.001731598092
100	0.001731598092
101	0.001731598092
102	0.001731598092
103	0.001731598092
104	0.001731598092
105	0.001731598092
106	0.001731598092
107	0.001731598092
108	0.001731598092
109	0.001731598092
110	0.001731598092
111	0.001731598092
112	0.001705346582
113	0.001705346582
114	0.00164027458
115	0.001540025308
116	0.001539947463
117	0.001539947463
118	0.001539947463
119	0.001539947463
120	0.001539947463
121	0.001539798817
122	0.001539798817
123	0.001539798817
124	0.001539798817
125	0.001539798817
126	0.001539798817
127	0.001539798817
128	0.001539798817
129	0.001539798817
130	0.001539798817
131	0.001539798817
132	0.001539798817
133	0.001539798817
134	0.001539798817
135	0.001539798817
136	0.001539798817
137	0.001539798817
138	0.001539798817
139	0.001539798817
140	0.001539798817
141	0.001539798817
142	0.001539798817
143	0.001539798817
144	0.001539798817
145	0.001539798817
146	0.001539798817
147	0.001539798817
148	0.001539798817
149	0.001539798817
150	0.001539798817
151	0.001539798817
152	0.001539798817
153	0.001539798817
154	0.001539798817
155	0.001539798817
156	0.001539798817
157	0.001539798817
158	0.001539798817
159	0.001539798817
160	0.001539768645
161	0.001539768645
162	0.001539768645
163	0.001539768645
164	0.001539768645
165	0.001539768645
166	0.001539768645
167	0.001539768645
168	0.001539768645
169	0.001539768645
170	0.001539768645
171	0.001539768645
172	0.001539768645
173	0.001539768645
174	0.001539768645
175	0.001539768645
176	0.001539768645
177	0.001539768645
178	0.001539768645
179	0.001539768645
180	0.001539768645
181	0.001539768645
182	0.001539768645
183	0.001539768645
184	0.001539768645
185	0.001539768645
186	0.001539768645
187	0.001539768645
188	0.001539768645
189	0.001539768645
190	0.001539768645
191	0.001539768645
192	0.001539768645
193	0.001539768645
194	0.001539768645
195	0.001539768645
196	0.001539768645
197	0.001539768645
198	0.001539776088
199	0.001539776088
